airport,airport_alert_id,start_time,end_time,n_lightnings,nb_cloud_ground,nb_intra_cloud,max_distance,mean_amplitude,start_month,start_hour,duration_min
Bastia,66.0,2016-09-18 11:07:51+00:00,2016-09-18 12:07:49+00:00,15,15,0,19.827095355962854,-24.646666666666665,9,11,59.96666666666667
Bastia,67.0,2016-09-18 15:12:18+00:00,2016-09-18 16:12:15+00:00,9,9,0,18.464044215860387,-6.158888888888889,9,15,59.95
Bastia,68.0,2016-09-18 18:05:31+00:00,2016-09-18 18:18:01+00:00,5,5,0,18.74089052273256,-45.525999999999996,9,18,12.5
Bastia,69.0,2016-09-21 12:48:44+00:00,2016-09-21 16:15:03+00:00,96,96,0,19.92596926396089,-22.232083333333332,9,12,206.31666666666666
Bastia,70.0,2016-10-06 16:27:06+00:00,2016-10-06 16:28:59+00:00,3,3,0,15.722605797589884,-9.296666666666667,10,16,1.8833333333333333
Bastia,71.0,2016-10-06 17:09:38+00:00,2016-10-06 19:00:15+00:00,21,21,0,19.71267547261169,19.06047619047619,10,17,110.61666666666666
Bastia,72.0,2016-10-07 02:15:05+00:00,2016-10-07 02:15:05+00:00,1,1,0,18.37977327163757,-50.56,10,2,0.0
Bastia,73.0,2016-10-09 15:02:00+00:00,2016-10-09 15:04:44+00:00,3,3,0,8.215983213383947,-10.03,10,15,2.7333333333333334
Bastia,74.0,2016-10-14 01:19:49+00:00,2016-10-14 03:48:33+00:00,241,241,0,19.930521450839773,-4.617551867219917,10,1,148.73333333333332
Bastia,75.0,2016-10-14 07:37:44+00:00,2016-10-14 08:00:26+00:00,6,6,0,18.89595131132381,-4.614999999999999,10,7,22.7
Bastia,76.0,2016-10-14 10:14:55+00:00,2016-10-14 13:22:04+00:00,654,654,0,19.989589961429783,-5.2134556574923545,10,10,187.15
Bastia,77.0,2016-10-14 15:05:11+00:00,2016-10-14 15:05:11+00:00,1,1,0,14.76939251545256,7.94,10,15,0.0
Bastia,78.0,2016-10-26 21:48:04+00:00,2016-10-26 21:48:04+00:00,1,1,0,14.107399455637562,-28.08,10,21,0.0
Bastia,79.0,2016-10-27 01:37:22+00:00,2016-10-27 01:40:57+00:00,2,2,0,11.803504204565074,-76.12,10,1,3.5833333333333335
Bastia,80.0,2016-11-06 01:11:24+00:00,2016-11-06 01:11:24+00:00,1,1,0,17.312822227174205,-6.85,11,1,0.0
Bastia,81.0,2016-11-06 02:10:20+00:00,2016-11-06 02:10:20+00:00,1,1,0,17.218170155244543,-12.46,11,2,0.0
Bastia,82.0,2016-11-06 03:23:30+00:00,2016-11-06 04:00:22+00:00,10,10,0,18.48903963064728,32.23,11,3,36.86666666666667
Bastia,83.0,2016-11-11 22:08:10+00:00,2016-11-11 22:08:10+00:00,1,1,0,12.547291441527255,-31.85,11,22,0.0
Bastia,84.0,2016-11-11 23:26:58+00:00,2016-11-11 23:26:58+00:00,1,1,0,17.84184155230469,145.18,11,23,0.0
Bastia,85.0,2016-11-24 01:40:22+00:00,2016-11-24 01:40:22+00:00,1,1,0,19.20095810558019,-4.74,11,1,0.0
Bastia,86.0,2016-11-24 02:59:08+00:00,2016-11-24 03:07:53+00:00,2,2,0,10.026162494609284,23.735,11,2,8.75
Bastia,87.0,2016-11-24 04:51:58+00:00,2016-11-24 11:11:33+00:00,147,147,0,19.794150989937947,-14.050068027210886,11,4,379.5833333333333
Bastia,88.0,2016-11-24 12:11:44+00:00,2016-11-24 12:11:44+00:00,1,1,0,17.023188696616863,-42.08,11,12,0.0
Bastia,89.0,2016-11-24 19:12:01+00:00,2016-11-24 19:12:01+00:00,1,1,0,17.221468222350026,-12.44,11,19,0.0
Bastia,90.0,2016-11-24 20:12:19+00:00,2016-11-24 21:23:31+00:00,6,6,0,19.814808662418,13.091666666666669,11,20,71.2
Bastia,91.0,2016-12-20 06:50:40+00:00,2016-12-20 06:50:40+00:00,1,1,0,14.646967431671934,-8.39,12,6,0.0
Bastia,92.0,2017-01-14 20:21:25+00:00,2017-01-14 20:21:25+00:00,1,1,0,16.49531135311613,43.45,1,20,0.0
Bastia,93.0,2017-01-14 21:19:07+00:00,2017-01-14 21:22:19+00:00,2,2,0,17.983302530150286,32.545,1,21,3.2
Bastia,94.0,2017-01-28 06:57:14+00:00,2017-01-28 07:14:02+00:00,8,8,0,13.023089056927091,-33.949999999999996,1,6,16.8
Bastia,95.0,2017-02-03 21:00:14+00:00,2017-02-03 21:09:10+00:00,8,8,0,18.711237836893577,-13.4225,2,21,8.933333333333334
Bastia,96.0,2017-02-08 15:14:36+00:00,2017-02-08 15:14:36+00:00,1,1,0,17.964936736018945,-22.87,2,15,0.0
Bastia,97.0,2017-02-24 15:53:53+00:00,2017-02-24 16:17:29+00:00,3,3,0,14.516968093559582,13.813333333333334,2,15,23.6
Bastia,98.0,2017-03-25 16:20:07+00:00,2017-03-25 16:24:01+00:00,3,3,0,18.07480432182246,13.203333333333333,3,16,3.9
Bastia,99.0,2017-04-01 20:15:43+00:00,2017-04-01 21:06:11+00:00,13,13,0,18.48364758482458,-11.235384615384616,4,20,50.46666666666667
Bastia,100.0,2017-04-18 18:21:21+00:00,2017-04-18 18:21:21+00:00,1,1,0,17.11417234821522,-10.62,4,18,0.0
Bastia,101.0,2017-04-20 05:56:19+00:00,2017-04-20 06:03:47+00:00,2,2,0,19.114498375238604,75.145,4,5,7.466666666666667
Bastia,102.0,2017-05-08 11:15:05+00:00,2017-05-08 11:15:05+00:00,1,1,0,18.866563830266085,-26.7,5,11,0.0
Bastia,103.0,2017-05-14 13:36:53+00:00,2017-05-14 13:43:49+00:00,2,2,0,19.88092746629946,-18.595,5,13,6.933333333333334
Bastia,104.0,2017-05-19 16:32:54+00:00,2017-05-19 16:32:54+00:00,1,1,0,15.104719719580796,-32.37,5,16,0.0
Bastia,105.0,2017-05-19 17:10:27+00:00,2017-05-19 17:14:29+00:00,2,2,0,19.68651479347563,-17.25,5,17,4.033333333333333
Bastia,106.0,2017-06-02 11:25:26+00:00,2017-06-02 11:25:26+00:00,1,1,0,14.731968622031609,-5.61,6,11,0.0
Bastia,107.0,2017-06-05 11:51:06+00:00,2017-06-05 12:09:20+00:00,12,12,0,19.87377633640589,-14.424166666666666,6,11,18.233333333333334
Bastia,108.0,2017-06-30 19:28:50+00:00,2017-06-30 19:59:58+00:00,20,20,0,14.270671054961603,-4.5015,6,19,31.133333333333333
Bastia,109.0,2017-07-11 13:10:49+00:00,2017-07-11 13:15:46+00:00,4,4,0,19.13507644029633,-9.6275,7,13,4.95
Bastia,110.0,2017-07-26 12:13:47+00:00,2017-07-26 12:13:47+00:00,1,1,0,18.36359140882289,-23.07,7,12,0.0
Bastia,111.0,2017-07-26 12:48:45+00:00,2017-07-26 13:37:35+00:00,25,25,0,19.960343581697085,-17.2544,7,12,48.833333333333336
Bastia,112.0,2017-08-10 06:38:41+00:00,2017-08-10 06:55:32+00:00,5,5,0,18.80018196847946,-2.4720000000000004,8,6,16.85
Bastia,113.0,2017-08-10 09:29:01+00:00,2017-08-10 09:29:01+00:00,1,1,0,18.27044384273689,-16.91,8,9,0.0
Bastia,114.0,2017-08-31 13:25:06+00:00,2017-08-31 14:27:43+00:00,64,64,0,19.16124066556905,-16.17234375,8,13,62.61666666666667
Bastia,115.0,2017-09-02 17:42:31+00:00,2017-09-02 17:50:05+00:00,2,2,0,16.068784076177387,-63.8,9,17,7.566666666666666
Bastia,116.0,2017-09-07 19:15:06+00:00,2017-09-07 20:57:48+00:00,45,45,0,19.88970828109275,-8.53888888888889,9,19,102.7
Bastia,117.0,2017-09-08 02:26:07+00:00,2017-09-08 04:44:18+00:00,52,52,0,19.52481228662629,-52.386923076923075,9,2,138.18333333333334
Bastia,118.0,2017-09-10 01:25:46+00:00,2017-09-10 02:06:09+00:00,7,7,0,19.64338191351252,24.41,9,1,40.38333333333333
Bastia,119.0,2017-09-15 13:16:16+00:00,2017-09-15 13:27:29+00:00,5,5,0,17.414699415733423,-11.010000000000002,9,13,11.216666666666667
Bastia,120.0,2017-09-15 14:00:06+00:00,2017-09-15 14:00:06+00:00,1,1,0,9.80199134861604,-5.61,9,14,0.0
Bastia,121.0,2017-09-19 03:09:32+00:00,2017-09-19 03:59:13+00:00,9,9,0,19.92659073386548,-25.471111111111114,9,3,49.68333333333333
Bastia,122.0,2017-09-19 13:20:19+00:00,2017-09-19 15:35:33+00:00,21,21,0,19.538275395744744,0.41904761904761906,9,13,135.23333333333332
Bastia,123.0,2017-09-19 16:26:35+00:00,2017-09-19 16:26:35+00:00,1,1,0,19.29680306410584,-69.44,9,16,0.0
Bastia,124.0,2017-09-19 17:03:42+00:00,2017-09-19 17:59:04+00:00,39,39,0,19.902111029434003,-14.205384615384615,9,17,55.36666666666667
Bastia,125.0,2017-09-20 03:12:16+00:00,2017-09-20 04:51:04+00:00,43,43,0,19.71895514236281,-16.684186046511627,9,3,98.8
Bastia,126.0,2017-11-05 06:14:52+00:00,2017-11-05 07:54:56+00:00,63,63,0,19.743409481583843,-6.0633333333333335,11,6,100.06666666666666
Bastia,127.0,2017-11-06 21:45:07+00:00,2017-11-06 21:46:12+00:00,2,2,0,19.57827229564632,-90.565,11,21,1.0833333333333333
Bastia,128.0,2017-11-08 16:44:01+00:00,2017-11-08 16:45:15+00:00,2,2,0,19.79616327113208,-12.865,11,16,1.2333333333333334
Bastia,129.0,2017-11-08 19:21:54+00:00,2017-11-08 19:25:10+00:00,2,2,0,16.09364215398051,-16.47,11,19,3.2666666666666666
Bastia,130.0,2017-11-10 01:04:49+00:00,2017-11-10 01:04:49+00:00,1,1,0,4.386670410444202,-37.96,11,1,0.0
Bastia,131.0,2017-11-13 05:25:02+00:00,2017-11-13 05:25:02+00:00,1,1,0,11.976571600084132,-11.74,11,5,0.0
Bastia,132.0,2017-11-13 06:29:38+00:00,2017-11-13 06:53:55+00:00,7,7,0,19.09919175637176,-29.627142857142854,11,6,24.283333333333335
Bastia,133.0,2017-12-01 07:30:35+00:00,2017-12-01 07:30:35+00:00,1,1,0,17.186242273452613,-20.37,12,7,0.0
Bastia,134.0,2017-12-01 17:20:38+00:00,2017-12-01 17:20:38+00:00,1,1,0,19.31411894254424,75.68,12,17,0.0
Bastia,135.0,2017-12-01 20:16:06+00:00,2017-12-01 20:16:06+00:00,2,2,0,14.946377186560095,31.355,12,20,0.0
Bastia,136.0,2017-12-02 02:16:34+00:00,2017-12-02 02:45:35+00:00,5,5,0,16.60146025291854,5.208000000000001,12,2,29.016666666666666
Bastia,137.0,2017-12-02 06:05:52+00:00,2017-12-02 06:05:52+00:00,1,1,0,19.141415564008256,19.8,12,6,0.0
Bastia,138.0,2017-12-02 06:48:21+00:00,2017-12-02 07:05:01+00:00,2,2,0,19.969433762835774,25.01,12,6,16.666666666666668
Bastia,139.0,2017-12-02 12:01:35+00:00,2017-12-02 12:01:35+00:00,1,1,0,17.159217357166167,-15.96,12,12,0.0
Bastia,140.0,2017-12-02 14:21:03+00:00,2017-12-02 14:21:03+00:00,2,2,0,17.15751633590582,-13.565000000000001,12,14,0.0
Bastia,141.0,2017-12-02 16:40:30+00:00,2017-12-02 16:40:30+00:00,1,1,0,17.143322936457523,-3.31,12,16,0.0
Bastia,142.0,2017-12-16 11:08:55+00:00,2017-12-16 11:33:48+00:00,4,4,0,17.259951264424796,-17.5175,12,11,24.883333333333333
Bastia,143.0,2017-12-16 12:42:45+00:00,2017-12-16 12:42:45+00:00,1,1,0,13.869978429642586,27.15,12,12,0.0
Bastia,144.0,2017-12-16 17:38:03+00:00,2017-12-16 17:41:14+00:00,3,3,0,9.775926243411629,-5.256666666666667,12,17,3.183333333333333
Bastia,145.0,2017-12-16 18:25:00+00:00,2017-12-16 18:25:00+00:00,1,1,0,2.3080037075545032,-8.08,12,18,0.0
Bastia,146.0,2017-12-28 03:32:02+00:00,2017-12-28 03:32:02+00:00,1,1,0,17.250692874357316,57.55,12,3,0.0
Bastia,147.0,2017-12-28 04:11:55+00:00,2017-12-28 04:11:55+00:00,1,1,0,17.352237766208056,-12.62,12,4,0.0
Bastia,148.0,2018-02-09 10:23:06+00:00,2018-02-09 10:23:06+00:00,1,1,0,18.14286307537745,25.58,2,10,0.0
Bastia,149.0,2018-02-10 05:42:24+00:00,2018-02-10 05:44:27+00:00,4,4,0,18.869870494303186,-26.4525,2,5,2.05
Bastia,150.0,2018-03-06 14:26:07+00:00,2018-03-06 15:16:45+00:00,34,34,0,19.97380938804468,-19.16970588235294,3,14,50.63333333333333
Bastia,151.0,2018-03-11 01:59:19+00:00,2018-03-11 01:59:19+00:00,1,1,0,13.576150744425046,-11.37,3,1,0.0
Bastia,152.0,2018-03-17 12:48:05+00:00,2018-03-17 13:08:24+00:00,5,5,0,8.314666619813758,-22.04,3,12,20.316666666666666
Bastia,153.0,2018-03-18 21:06:44+00:00,2018-03-18 21:06:44+00:00,1,1,0,17.35820553087361,32.08,3,21,0.0
Bastia,154.0,2018-03-20 04:23:53+00:00,2018-03-20 04:35:43+00:00,4,4,0,17.345622110909186,-138.9625,3,4,11.833333333333334
Bastia,155.0,2018-03-20 06:50:10+00:00,2018-03-20 07:15:13+00:00,2,2,0,17.868743290090805,203.26,3,6,25.05
Bastia,156.0,2018-03-20 08:44:17+00:00,2018-03-20 08:44:17+00:00,1,1,0,19.04690107209532,-65.57,3,8,0.0
Bastia,157.0,2018-03-20 19:25:40+00:00,2018-03-20 19:25:40+00:00,1,1,0,10.788106408644246,104.82,3,19,0.0
Bastia,158.0,2018-03-31 03:35:06+00:00,2018-03-31 03:35:06+00:00,1,1,0,19.064243749410377,-17.39,3,3,0.0
Bastia,159.0,2018-04-05 01:03:30+00:00,2018-04-05 01:03:30+00:00,1,1,0,13.900013419001043,-7.82,4,1,0.0
Bastia,160.0,2018-04-28 12:37:14+00:00,2018-04-28 13:31:52+00:00,15,15,0,19.8878554694727,-16.612000000000002,4,12,54.63333333333333
Bastia,161.0,2018-04-28 14:07:42+00:00,2018-04-28 14:43:17+00:00,8,8,0,19.77928779442735,-8.035,4,14,35.583333333333336
Bastia,162.0,2018-05-08 06:17:54+00:00,2018-05-08 06:34:49+00:00,2,2,0,19.133252739209176,-18.240000000000002,5,6,16.916666666666668
Bastia,163.0,2018-05-08 12:57:07+00:00,2018-05-08 12:57:07+00:00,1,1,0,13.800041638052992,23.22,5,12,0.0
Bastia,164.0,2018-05-08 14:01:06+00:00,2018-05-08 14:01:06+00:00,1,1,0,18.21654611699318,23.97,5,14,0.0
Bastia,165.0,2018-05-09 06:02:59+00:00,2018-05-09 06:12:24+00:00,5,5,0,13.012730217093932,-22.082,5,6,9.416666666666666
Bastia,166.0,2018-05-09 07:47:08+00:00,2018-05-09 07:57:18+00:00,4,4,0,16.11349736988928,-56.47,5,7,10.166666666666666
Bastia,167.0,2018-05-09 08:46:53+00:00,2018-05-09 09:06:22+00:00,4,4,0,10.04218199500532,-0.1200000000000001,5,8,19.483333333333334
Bastia,168.0,2018-05-09 10:31:59+00:00,2018-05-09 10:57:00+00:00,2,2,0,19.17598711247277,-12.235,5,10,25.016666666666666
Bastia,169.0,2018-05-10 10:19:54+00:00,2018-05-10 10:26:41+00:00,4,4,0,17.43477093934948,-18.7925,5,10,6.783333333333333
Bastia,170.0,2018-05-13 12:09:38+00:00,2018-05-13 12:55:08+00:00,17,17,0,19.80959564494117,-15.012352941176472,5,12,45.5
Bastia,171.0,2018-05-13 14:52:21+00:00,2018-05-13 15:26:43+00:00,12,12,0,18.726333194508697,-14.4525,5,14,34.36666666666667
Bastia,172.0,2018-05-13 16:01:00+00:00,2018-05-13 16:03:30+00:00,2,2,0,14.7826771942626,-4.640000000000001,5,16,2.5
Bastia,173.0,2018-05-14 12:36:36+00:00,2018-05-14 15:27:22+00:00,53,53,0,19.81113070422176,-12.218867924528302,5,12,170.76666666666668
Bastia,174.0,2018-05-16 12:49:50+00:00,2018-05-16 12:49:50+00:00,1,1,0,13.545237050380372,-27.75,5,12,0.0
Bastia,175.0,2018-05-22 04:36:39+00:00,2018-05-22 04:43:32+00:00,3,3,0,15.989626198803254,-12.28,5,4,6.883333333333334
Bastia,176.0,2018-06-04 05:51:34+00:00,2018-06-04 06:02:49+00:00,3,3,0,19.88458732367844,-22.713333333333335,6,5,11.25
Bastia,177.0,2018-06-07 12:11:47+00:00,2018-06-07 12:32:32+00:00,7,7,0,16.63434139495816,-15.434285714285716,6,12,20.75
Bastia,178.0,2018-06-08 08:35:16+00:00,2018-06-08 09:39:28+00:00,30,30,0,18.82719522901419,-8.289,6,8,64.2
Bastia,179.0,2018-06-12 12:23:58+00:00,2018-06-12 12:39:15+00:00,7,7,0,18.35546507448706,-56.74285714285714,6,12,15.283333333333333
Bastia,180.0,2018-06-12 13:11:37+00:00,2018-06-12 15:01:00+00:00,112,112,0,19.96935188838761,-27.44080357142857,6,13,109.38333333333334
Bastia,181.0,2018-06-13 02:19:21+00:00,2018-06-13 02:19:21+00:00,1,1,0,13.314816996273876,11.21,6,2,0.0
Bastia,182.0,2018-06-13 07:57:23+00:00,2018-06-13 07:57:23+00:00,1,1,0,14.168341421357567,42.71,6,7,0.0
Bastia,183.0,2018-06-13 10:10:15+00:00,2018-06-13 12:26:34+00:00,34,34,0,19.826437752718693,-18.995294117647056,6,10,136.31666666666666
Bastia,184.0,2018-06-13 13:34:24+00:00,2018-06-13 13:34:24+00:00,1,1,0,16.44505351973773,-25.54,6,13,0.0
Bastia,185.0,2018-06-13 15:37:26+00:00,2018-06-13 16:41:25+00:00,46,46,0,19.79038077482731,-34.58021739130435,6,15,63.983333333333334
Bastia,186.0,2018-06-13 17:28:31+00:00,2018-06-13 17:44:00+00:00,4,4,0,19.47676472862432,-14.375,6,17,15.483333333333333
Bastia,187.0,2018-06-24 12:49:26+00:00,2018-06-24 13:41:22+00:00,10,10,0,19.790574525102063,5.965999999999999,6,12,51.93333333333333
Bastia,188.0,2018-07-07 13:13:49+00:00,2018-07-07 13:13:49+00:00,1,1,0,12.96869805679376,-8.4,7,13,0.0
Bastia,189.0,2018-07-16 18:39:28+00:00,2018-07-16 19:32:12+00:00,24,24,0,19.92180550608673,-8.434583333333334,7,18,52.733333333333334
Bastia,190.0,2018-07-22 14:08:21+00:00,2018-07-22 14:43:29+00:00,8,8,0,18.35611759192897,-11.05625,7,14,35.13333333333333
Bastia,191.0,2018-07-22 15:55:52+00:00,2018-07-22 17:39:59+00:00,32,32,0,19.903806120537155,-12.710625,7,15,104.11666666666666
Bastia,192.0,2018-07-23 00:03:16+00:00,2018-07-23 01:19:38+00:00,67,67,0,19.433409807378567,-5.441194029850746,7,0,76.36666666666666
Bastia,193.0,2018-07-23 02:14:48+00:00,2018-07-23 03:08:55+00:00,6,6,0,19.841954073987083,-13.128333333333332,7,2,54.11666666666667
Bastia,194.0,2018-07-26 15:18:42+00:00,2018-07-26 15:18:42+00:00,1,1,0,11.629875897890363,-2.23,7,15,0.0
Bastia,195.0,2018-07-27 11:16:09+00:00,2018-07-27 13:35:04+00:00,68,68,0,19.92247793416409,-22.679411764705883,7,11,138.91666666666666
Bastia,196.0,2018-08-02 12:57:59+00:00,2018-08-02 13:07:49+00:00,2,2,0,19.536342346920065,0.26000000000000156,8,12,9.833333333333334
Bastia,197.0,2018-08-07 13:01:12+00:00,2018-08-07 13:15:35+00:00,6,6,0,19.350681589589467,-3.83,8,13,14.383333333333333
Bastia,198.0,2018-08-07 13:51:01+00:00,2018-08-07 14:06:23+00:00,3,3,0,19.515726739083224,1.1700000000000006,8,13,15.366666666666667
Bastia,199.0,2018-08-08 10:42:57+00:00,2018-08-08 12:46:42+00:00,117,117,0,19.981898297534087,-15.862735042735043,8,10,123.75
Bastia,200.0,2018-08-09 12:56:46+00:00,2018-08-09 12:56:46+00:00,1,1,0,19.74737072045392,-12.36,8,12,0.0
Bastia,201.0,2018-08-09 15:52:24+00:00,2018-08-09 15:52:24+00:00,1,1,0,18.20994617072498,-7.48,8,15,0.0
Bastia,202.0,2018-08-09 16:27:19+00:00,2018-08-09 17:14:27+00:00,14,14,0,19.9800657106708,-13.98857142857143,8,16,47.13333333333333
Bastia,203.0,2018-08-10 12:08:18+00:00,2018-08-10 13:53:38+00:00,115,115,0,19.888998230983912,-16.618608695652174,8,12,105.33333333333333
Bastia,204.0,2018-08-10 15:19:53+00:00,2018-08-10 15:19:53+00:00,1,1,0,17.01362886324402,-23.33,8,15,0.0
Bastia,205.0,2018-08-13 10:18:01+00:00,2018-08-13 11:47:58+00:00,305,305,0,19.924018881886514,-8.838196721311476,8,10,89.95
Bastia,206.0,2018-08-14 02:57:37+00:00,2018-08-14 02:57:37+00:00,1,1,0,3.8830015500560138,-4.78,8,2,0.0
Bastia,207.0,2018-08-14 04:47:13+00:00,2018-08-14 05:52:11+00:00,5,5,0,19.675157079213506,-3.7239999999999993,8,4,64.96666666666667
Bastia,208.0,2018-08-14 10:43:56+00:00,2018-08-14 11:52:47+00:00,66,66,0,19.3840476401646,-26.798030303030306,8,10,68.85
Bastia,209.0,2018-08-14 12:29:13+00:00,2018-08-14 12:39:57+00:00,4,4,0,12.032724106400169,-23.405,8,12,10.733333333333333
Bastia,210.0,2018-08-14 15:43:29+00:00,2018-08-14 15:57:31+00:00,7,7,0,19.93697111248509,-28.428571428571427,8,15,14.033333333333333
Bastia,211.0,2018-08-14 17:42:31+00:00,2018-08-14 17:42:31+00:00,1,1,0,19.028203130585624,-13.68,8,17,0.0
Bastia,212.0,2018-08-14 18:28:53+00:00,2018-08-14 18:58:20+00:00,14,14,0,19.7160782557698,-29.34,8,18,29.45
Bastia,213.0,2018-08-14 21:26:30+00:00,2018-08-14 22:39:24+00:00,38,38,0,17.16204514034763,10.843421052631578,8,21,72.9
Bastia,214.0,2018-08-15 01:10:12+00:00,2018-08-15 01:16:23+00:00,2,2,0,15.999957202980744,-2.67,8,1,6.183333333333334
Bastia,215.0,2018-08-15 03:17:23+00:00,2018-08-15 05:20:43+00:00,31,31,0,19.93294527487852,-6.9390322580645165,8,3,123.33333333333333
Bastia,216.0,2018-08-18 11:03:59+00:00,2018-08-18 11:14:50+00:00,6,6,0,19.972840208188828,-6.935,8,11,10.85
Bastia,217.0,2018-08-18 13:22:51+00:00,2018-08-18 13:22:51+00:00,1,1,0,5.607909291004699,9.46,8,13,0.0
Bastia,218.0,2018-08-19 19:28:12+00:00,2018-08-19 19:47:17+00:00,14,14,0,19.76718126135087,-11.449285714285713,8,19,19.083333333333332
Bastia,219.0,2018-08-23 02:34:01+00:00,2018-08-23 02:34:01+00:00,1,1,0,17.98893161515454,-11.0,8,2,0.0
Bastia,220.0,2018-08-23 11:08:31+00:00,2018-08-23 11:23:24+00:00,6,6,0,19.1531288520656,-14.053333333333335,8,11,14.883333333333333
Bastia,221.0,2018-08-23 12:14:28+00:00,2018-08-23 12:14:28+00:00,1,1,0,16.231032644343987,-15.02,8,12,0.0
Bastia,222.0,2018-08-23 12:58:46+00:00,2018-08-23 13:19:10+00:00,3,3,0,18.274773206155647,-14.550000000000002,8,12,20.4
Bastia,223.0,2018-08-24 11:59:53+00:00,2018-08-24 13:49:15+00:00,55,55,0,19.98559202532777,-18.002545454545455,8,11,109.36666666666666
Bastia,224.0,2018-08-31 19:45:18+00:00,2018-08-31 20:01:07+00:00,10,10,0,14.679210630619634,-14.668000000000001,8,19,15.816666666666666
Bastia,225.0,2018-09-02 05:12:00+00:00,2018-09-02 05:12:00+00:00,1,1,0,10.635169715081002,-24.77,9,5,0.0
Bastia,226.0,2018-09-06 12:10:18+00:00,2018-09-06 14:31:19+00:00,91,91,0,19.993788456784355,-12.726593406593405,9,12,141.01666666666668
Bastia,227.0,2018-09-07 15:13:37+00:00,2018-09-07 16:24:14+00:00,11,11,0,16.211099772096684,-13.294545454545455,9,15,70.61666666666666
Bastia,228.0,2018-09-13 12:53:20+00:00,2018-09-13 12:54:54+00:00,2,2,0,15.472943370013908,0.030000000000001137,9,12,1.5666666666666667
Bastia,229.0,2018-09-13 13:29:36+00:00,2018-09-13 13:29:36+00:00,1,1,0,11.766389024217956,-2.48,9,13,0.0
Bastia,230.0,2018-09-16 14:27:52+00:00,2018-09-16 14:32:51+00:00,7,7,0,19.7410851351587,-22.228571428571428,9,14,4.983333333333333
Bastia,231.0,2018-09-17 06:42:40+00:00,2018-09-17 06:59:59+00:00,4,4,0,19.51974177679053,-2.5625000000000004,9,6,17.316666666666666
Bastia,232.0,2018-09-17 10:49:28+00:00,2018-09-17 13:32:04+00:00,260,260,0,19.95958455133623,-14.96973076923077,9,10,162.6
Bastia,233.0,2018-09-18 14:31:00+00:00,2018-09-18 15:36:06+00:00,13,13,0,13.422801964781184,-15.063076923076922,9,14,65.1
Bastia,234.0,2018-09-18 16:42:55+00:00,2018-09-18 16:42:55+00:00,1,1,0,17.975548978512336,-10.21,9,16,0.0
Bastia,235.0,2018-09-18 17:51:17+00:00,2018-09-18 17:54:49+00:00,2,2,0,7.236420160755617,-17.405,9,17,3.533333333333333
Bastia,236.0,2018-09-19 03:22:19+00:00,2018-09-19 04:34:47+00:00,8,8,0,18.064571965608284,-22.25375,9,3,72.46666666666667
Bastia,237.0,2018-10-02 04:43:58+00:00,2018-10-02 05:38:13+00:00,10,10,0,17.057796582969427,-4.153999999999999,10,4,54.25
Bastia,238.0,2018-10-05 22:20:02+00:00,2018-10-05 22:21:30+00:00,3,3,0,13.215853113782018,-12.896666666666667,10,22,1.4666666666666666
Bastia,239.0,2018-10-05 23:26:37+00:00,2018-10-06 00:24:52+00:00,8,8,0,19.516710391329088,-66.02125,10,23,58.25
Bastia,240.0,2018-10-06 01:03:08+00:00,2018-10-06 01:30:42+00:00,4,4,0,18.79251803312523,42.6425,10,1,27.566666666666666
Bastia,241.0,2018-10-07 15:32:00+00:00,2018-10-07 15:32:00+00:00,1,1,0,12.452534805377994,-11.47,10,15,0.0
Bastia,242.0,2018-10-10 07:53:10+00:00,2018-10-10 09:03:04+00:00,66,66,0,19.71996610803208,-37.46530303030303,10,7,69.9
Bastia,243.0,2018-10-10 13:27:04+00:00,2018-10-10 13:37:37+00:00,4,4,0,13.725799267848457,-13.02,10,13,10.55
Bastia,244.0,2018-10-10 14:15:54+00:00,2018-10-10 14:15:54+00:00,1,1,0,18.594380449021628,-11.52,10,14,0.0
Bastia,245.0,2018-10-16 12:33:07+00:00,2018-10-16 12:33:07+00:00,1,1,0,18.60855884644478,28.55,10,12,0.0
Bastia,246.0,2018-10-16 13:04:03+00:00,2018-10-16 13:06:38+00:00,2,2,0,19.792860035591094,22.315,10,13,2.5833333333333335
Bastia,247.0,2018-10-16 13:43:08+00:00,2018-10-16 14:47:22+00:00,10,10,0,18.269051857295228,20.64,10,13,64.23333333333333
Bastia,248.0,2018-10-16 15:40:37+00:00,2018-10-16 15:42:25+00:00,2,2,0,10.287991686681648,-21.049999999999997,10,15,1.8
Bastia,249.0,2018-10-17 04:25:01+00:00,2018-10-17 04:45:08+00:00,3,3,0,13.831395179186254,77.91333333333334,10,4,20.116666666666667
Bastia,250.0,2018-10-29 04:59:47+00:00,2018-10-29 08:42:03+00:00,305,305,0,19.96599476004129,-5.7561967213114755,10,4,222.26666666666668
Bastia,251.0,2018-10-29 09:50:38+00:00,2018-10-29 09:50:38+00:00,1,1,0,19.43156855575773,-8.89,10,9,0.0
Bastia,252.0,2018-10-29 10:41:19+00:00,2018-10-29 12:45:03+00:00,306,306,0,19.93712530212585,-6.490784313725491,10,10,123.73333333333333
Bastia,253.0,2018-10-31 18:54:19+00:00,2018-10-31 19:50:13+00:00,8,8,0,18.70849075306702,-2.165,10,18,55.9
Bastia,254.0,2018-10-31 22:52:44+00:00,2018-11-01 01:14:43+00:00,26,26,0,19.9480177717014,-15.443461538461538,10,22,141.98333333333332
